,answered,rank
180753,927,0.46104743837952417
171100,347,0.32005048568934535
168561,183,0.312461239819908
178186,147,0.2894019720403764
178187,147,0.2894019720403764
178188,183,0.2414788523319814
178189,183,0.2414788523319814
191064,219,0.22618848644435272
178746,360,0.5221727464668235
178741,252,0.5446912780657486
178743,252,0.5348315415213597
178744,288,0.5035124386489324
178745,252,0.5645085015530045
188848,324,0.47224599693151886
178767,36,0.6621509440617104
178768,36,0.6621509440617104
178769,36,0.6621509440617104
178770,36,0.6621509440617104
178772,36,0.6621509440617104
178773,36,0.6621509440617104
169240,291,0.36886957340109544
180575,237,0.47913981364398706
180577,273,0.5270308602679917
180578,273,0.5120275219746564
186465,309,0.5498889586302711
137553,397,0.40163397422817393
138804,633,0.4813202017843569
160317,821,0.4444035532469614
154591,306,0.5560959905936981
176877,473,0.4407489704678068
176876,267,0.4408622344415661
191892,411,0.48621524010423894
181922,144,0.6194940358842618
181923,36,0.6621009531155962
181924,36,0.6621009531155962
121149,495,0.4618929132199344
121145,333,0.5529542173508177
169210,333,0.5529542173508177
169209,645,0.6359167801275991
151672,351,0.5529451980657504
159585,279,0.4203160440823909
159586,234,0.4150443843301304
159587,234,0.46130151323139257
159589,351,0.4382577738030813
187792,261,0.516100370847346
162417,108,0.6993517389189937
179864,294,0.41410761590965167
162415,108,0.6993517389189937
162418,108,0.6993517389189937
161982,36,0.6327814681974263
161983,279,0.35006949959010014
161984,397,0.33087776681735753
161986,36,0.6327814681974263
161987,362,0.33238548075442653
169220,147,0.4737635594799061
169223,354,0.4253784879619743
169225,147,0.4737635594799061
169228,147,0.4737635594799061
170842,309,0.45524151833266835
186486,147,0.4737635594799061
169291,330,0.5061743945708742
169292,330,0.5061743945708742
188822,330,0.5061743945708742
170780,294,0.5134618975217818
170782,171,0.6101352602158601
170813,387,0.4501222843649323
170816,318,0.48530236794808107
184627,177,0.5202969968874044
184628,177,0.5202969968874044
184629,177,0.4936443143174099
184630,297,0.4768093896614248
175034,119,0.43283821132344036
151563,920,0.48665499260195944
151564,956,0.510571186213285
158062,849,0.521329911587564
158066,741,0.5196753435986718
158051,261,0.5734012031485088
180614,171,0.5146237058589246
180615,297,0.5091139109337866
180616,171,0.5146237058589246
192200,111,0.4817291306816181
93789,732,0.5021343779073506
157175,306,0.614419263221657
166983,601,0.5103151189624481
162326,36,0.633679786697778
181458,36,0.633679786697778
191586,72,0.6233200898175963
191734,216,0.5361975656472064
157953,147,0.4118141216782828
157955,111,0.45195038139703764
157956,171,0.4330072457761929
184619,111,0.45195038139703764
184620,111,0.45195038139703764
186045,36,0.632989953904354
121095,189,0.4064994122117209
127155,189,0.4064994122117209
121098,108,0.5168187911853119
127154,108,0.5168187911853119
173197,189,0.4064994122117209
122674,225,0.465457046486049
122678,36,0.6068222651430705
130055,81,0.32899331328106696
181014,81,0.32899331328106696
122680,405,0.4836516174293773
126021,72,0.6111448454298972
181015,324,0.5218596685275754
183029,108,0.5690352852772841
183030,144,0.5090283726018129
191182,108,0.562150631720929
150979,913,0.44197185732053756
155099,36,0.603471671516445
133309,144,0.2446742607270919
150419,36,0.603471671516445
190151,36,0.603471671516445
190152,288,0.339906940570747
150739,108,0.518296279425603
150741,360,0.4939187833714372
150742,360,0.4939187833714372
151335,432,0.45744242491815634
151336,396,0.4814965507200661
174473,72,0.5056646381116304
158705,584,0.4815313467624422
164577,746,0.5169769876789174
161670,216,0.5573841944735831
161679,216,0.5573841944735831
161672,108,0.5458369867365569
161673,180,0.58276508157664
181635,144,0.5745477981507141
191898,108,0.5458369867365569
170823,156,0.45023795485772167
170819,36,0.6048996874070973
170822,111,0.4380880811133992
192208,36,0.6048996874070973
192209,111,0.4380880811133992
156574,462,0.5215588056476218
171049,426,0.5469657740017336
156570,390,0.5538383550425037
176556,426,0.5469657740017336
169939,72,0.5580681767477051
158929,252,0.38533158365587783
178571,513,0.37447264473447817
178572,260,0.3672864282901467
178573,467,0.34276275216651014
178575,441,0.4249187878653545
178576,548,0.36154315437378504
178587,632,0.35976555112775105
120453,255,0.3256194791701649
126963,288,0.4197054790539959
164571,288,0.4197054790539959
164572,252,0.35666317629908084
164573,794,0.3239360256987517
164660,937,0.3083004601104236
181229,288,0.4197054790539959
162001,126,0.34942381720343135
188927,704,0.3412310014652265
188928,126,0.34942381720343135
188929,126,0.34942381720343135
188930,126,0.34942381720343135
188931,126,0.34942381720343135
190583,180,0.5118824134339491
127042,579,0.4167657003922172
139002,288,0.352177091303812
157467,399,0.46234332142187645
174518,324,0.4952152308921318
174519,72,0.5561194284072156
190671,543,0.38270887968120043
155569,216,0.5326691224278777
155570,297,0.4262483745858619
192351,72,0.5340403344665949
156529,264,0.25310485153007367
156530,72,0.543276383308648
156531,108,0.4199309095502341
156532,1085,0.2710446984119157
156533,306,0.39260669857017844
156534,144,0.34499369911125105
165227,735,0.6259586069932654
158675,369,0.49549196060749556
158677,699,0.6311215938680274
158679,690,0.6350910450328572
158674,510,0.49108930154787767
158676,735,0.6314792762153476
162549,215,0.46777709169659953
162551,216,0.5485582903269338
162552,251,0.47747292698451155
162554,251,0.47747292698451155
191252,108,0.5607830277363124
191253,36,0.5792043520099467
163866,378,0.5021939782116426
137830,36,0.5785916383748183
163865,378,0.5021939782116426
165656,378,0.5021939782116426
165498,216,0.5744367846941414
165497,252,0.5835975017017835
165500,252,0.5835975017017835
174658,108,0.5869302736686748
175589,437,0.37799043402961663
139337,36,0.577779072022672
139340,180,0.5419586801175604
176563,108,0.44509772089040744
190133,72,0.4866527566797556
180760,250,0.3835779435045829
180764,359,0.47874747530812206
180759,72,0.627610461256693
180761,298,0.42842190991315177
180757,334,0.43729164861522146
183696,370,0.41611662859267295
180789,120,0.5104505388337879
180790,72,0.598146665431575
180791,72,0.598146665431575
180792,72,0.598146665431575
180794,72,0.598146665431575
180795,72,0.598146665431575
137744,1716,0.2378915558872207
137746,1743,0.24266611145187295
137743,1632,0.24938389240968856
151568,486,0.3073029043892332
141446,514,0.29747432726353323
137742,1466,0.25325564616030005
186497,72,0.3707123774440343
142599,108,0.4181563455405947
142598,216,0.31700597484282167
142602,216,0.3098162365317668
169161,288,0.39687854265094874
142601,72,0.40286988263186435
165370,252,0.4380528880159283
156557,228,0.4387244365541608
156558,120,0.42217317142740646
156560,84,0.3447669162298597
156561,192,0.4280716048247413
156562,228,0.4387244365541608
156559,84,0.3447669162298597
165320,120,0.39412949849361667
10372,108,0.5867352498778462
159580,72,0.5593559970705538
159581,72,0.5593559970705538
159582,108,0.5867352498778462
163862,108,0.5867352498778462
125095,285,0.5988239312343192
159827,180,0.5465153821821391
159830,216,0.5717716190282782
168894,252,0.592133379058366
160564,729,0.49711035942457693
160566,656,0.5419625258870584
160567,720,0.4982117026495136
160568,144,0.5477322038678784
96824,692,0.5306942174779073
172973,180,0.5418544332461935
173526,180,0.5418544332461935
161078,216,0.5580810962311631
161079,180,0.5427290221379805
161080,216,0.5580810962311631
161081,216,0.5580810962311631
166178,180,0.5579182490984658
161642,216,0.5731345163689604
161643,216,0.5731345163689604
161644,216,0.5731345163689604
161645,216,0.5731345163689604
161646,216,0.5731345163689604
161647,216,0.5731345163689604
166819,144,0.4929823481534083
174485,180,0.5083272854420742
178747,108,0.5894190117377842
177143,333,0.4020617492933608
177144,333,0.4020617492933608
177145,144,0.3946824639249216
192358,261,0.40643067195176585
144818,692,0.38896794744973895
154238,740,0.3648442156415255
158706,36,0.5510308411250134
144820,729,0.43053253498460553
163896,251,0.42057687078341327
158702,36,0.5498824623472479
158704,251,0.2559175557907249
158708,251,0.37023297309907705
158709,144,0.34643849587121556
159777,168,0.4410178543771454
159778,132,0.4813075273877876
159779,240,0.3608554552563123
159780,108,0.44793981855464887
180609,258,0.4335699216153925
180611,222,0.4573858864899068
181524,72,0.6296307744291487
181525,72,0.6296307744291487
181526,72,0.6296307744291487
181527,72,0.6296307744291487
181528,72,0.6296307744291487
181529,72,0.6296307744291487
181530,72,0.6296307744291487
161635,192,0.5506978471370184
161648,72,0.4719931005886167
191899,36,0.5495668549612778
184595,350,0.4268662520148187
184596,386,0.42533445147889803
184597,117,0.34128274306516293
184598,386,0.42533445147889803
184599,386,0.42533445147889803
184600,341,0.46535525281270296
180576,216,0.46697794799596193
186482,111,0.5087373397397943
186484,171,0.49078301983769235
180634,276,0.4069287406783754
184656,276,0.5196301214486394
161127,276,0.2735747692163169
158710,72,0.45935460683829255
189099,36,0.5522293007937653
190003,72,0.45935460683829255
190004,36,0.5522293007937653
133239,180,0.43493232969584616
159160,153,0.4335499226530894
136788,369,0.5256136432276635
136789,258,0.511208611492017
136791,414,0.5129017292093511
119156,294,0.5259103716947402
119158,291,0.5898067091301887
136793,216,0.6080933184310063
145660,152,0.4295058264961542
159175,225,0.31015126519340736
159176,180,0.4398184777374013
159177,117,0.2863615769630056
159182,108,0.44528656248182363
163859,342,0.4133931614807185
170042,447,0.3974722424615074
159569,558,0.3768787843577131
159572,450,0.43372313204996266
159568,36,0.5223744996438177
163858,522,0.3738807862238131
120921,72,0.5773496497698468
159879,72,0.5773496497698468
159881,72,0.5773496497698468
159958,36,0.5245807279501683
164160,72,0.5773496497698468
176663,36,0.5245807279501683
160878,300,0.3810918358809261
160881,264,0.41205789455285863
160883,264,0.41205789455285863
181656,264,0.3139853881216468
181658,264,0.41205789455285863
181659,192,0.34796932930323915
162007,246,0.45713373922367456
162003,126,0.31822691293424815
162004,353,0.3173009354640266
162012,522,0.3576820854943168
181968,318,0.3941410021816826
181969,860,0.3382284904991727
181970,36,0.5228582090378501
173652,126,0.49144971982175184
173653,126,0.49144971982175184
186333,126,0.49144971982175184
188137,126,0.49144971982175184
173651,126,0.49144971982175184
139343,216,0.5366091181306472
139342,420,0.5675374744398239
190129,108,0.5968349189195271
190130,144,0.583572864926318
177186,180,0.40694009428242645
177188,252,0.3753043057993818
177189,72,0.4768321073633134
177190,180,0.39579690034899
177191,216,0.3728076095842299
177914,566,0.28779126230645696
177915,1356,0.3799882308503494
177916,710,0.41561495148759464
177917,310,0.2567581907385266
180750,626,0.39284216816093565
180756,598,0.3666497823380543
178775,36,0.5222664211647365
178776,36,0.5222664211647365
178777,36,0.5222664211647365
178778,36,0.5222664211647365
178779,36,0.5222664211647365
121237,192,0.35698408489261396
169304,329,0.29153787253038554
171432,374,0.28139250315996966
178932,183,0.2756687821899298
178931,108,0.27846330370088357
178933,183,0.2756687821899298
179647,144,0.43400063844948217
179649,108,0.44802088026416037
191949,36,0.5233360455674969
191950,36,0.5233360455674969
191951,108,0.48047641440483824
101841,156,0.3175645382198665
165321,228,0.4344930802559081
180137,228,0.3391783741969373
181953,84,0.33534438594931215
181954,120,0.3187907947076333
186227,192,0.3268368730046061
186228,156,0.33059140133410714
181645,180,0.3205863672951239
181646,144,0.3379616136701751
181647,180,0.3205863672951239
181648,180,0.3205863672951239
181653,180,0.3205863672951239
223342,180,0.3205863672951239
184427,378,0.5702021741416038
184429,378,0.5702021741416038
184430,300,0.6234800881351504
184438,270,0.5083251282974036
161050,192,0.5700419010797892
184613,234,0.40538481029815004
184614,234,0.40538481029815004
184615,153,0.41302534423178544
184616,318,0.48874159140147255
184617,198,0.4098150156171632
184618,153,0.41302534423178544
185376,270,0.515525156481661
185377,36,0.5238020472812971
185378,270,0.540850239102136
185379,180,0.6571009804441965
185380,36,0.5238020472812971
185381,36,0.5238020472812971
160500,180,0.4263714512470378
160505,108,0.396403200924596
186956,72,0.4651416179197075
186957,36,0.5234524628578915
186958,180,0.4263714512470378
186959,180,0.4263714512470378
184495,72,0.46246166775129766
184497,72,0.46246166775129766
146136,72,0.46246166775129766
170758,72,0.46246166775129766
184496,72,0.46246166775129766
184500,72,0.3030557826745053
190577,108,0.4620000116557735
190578,108,0.4620000116557735
190579,108,0.4620000116557735
190580,72,0.5831987101604601
190581,72,0.5831987101604601
191714,36,0.5225026782815407
191716,36,0.5225026782815407
191718,36,0.5225026782815407
191719,36,0.5225026782815407
191720,36,0.5225026782815407
191721,36,0.5225026782815407
191722,36,0.5225026782815407
191925,431,0.25975446418460596
143538,258,0.47419310128394504
161389,186,0.45341982552342686
161390,150,0.41927752293383236
176759,150,0.41927752293383236
176760,216,0.5485093647268838
176761,222,0.4672625026331872
190510,258,0.47419310128394504
151970,36,0.4954483112790155
151969,36,0.4954483112790155
151967,36,0.4954483112790155
170753,36,0.4954483112790155
170754,96,0.2803290718545257
158068,108,0.4630696653669983
158070,108,0.4630696653669983
158071,72,0.462227453537189
158072,108,0.4630696653669983
158073,108,0.4630696653669983
179102,72,0.4769811202442397
158087,288,0.5017500526873947
158088,216,0.484327911172382
158089,180,0.47785455156916784
158090,180,0.5122225141487097
159180,264,0.40947950691563706
159178,72,0.41535714689982495
178853,144,0.47720487579880316
190108,180,0.46706797705722025
160543,405,0.3777443902547375
160544,761,0.38130044862526413
160545,432,0.44887712219715226
160546,369,0.39417162051480126
160547,108,0.48935598794691526
134102,336,0.4811499962483093
160590,120,0.4425366808352535
163132,120,0.4425366808352535
160591,36,0.4961645857334079
176516,72,0.5811798309590002
162533,108,0.5343621509210523
162534,108,0.5343621509210523
162535,108,0.5343621509210523
162536,108,0.5343621509210523
162538,108,0.5343621509210523
164165,36,0.49662857910657754
163244,538,0.47900165584767784
164525,156,0.3228694747312637
165297,156,0.3228694747312637
165298,72,0.4770171740056239
165300,156,0.3228694747312637
165331,120,0.2828254448527742
181961,156,0.3228694747312637
164840,252,0.5383947899605365
164841,252,0.5383947899605365
164842,216,0.5561872879842275
169293,72,0.44629324365073464
169296,72,0.44629324365073464
169297,72,0.44629324365073464
169295,36,0.4965037337773862
170149,450,0.44400705758720754
177109,405,0.46575533197495345
171044,72,0.5544123941085745
171045,72,0.5544123941085745
171046,72,0.5544123941085745
171047,72,0.5544123941085745
170062,726,0.3510521255909208
170078,534,0.31927897139263434
170079,605,0.34241725507312754
170082,641,0.33271875609060697
177851,543,0.31602980293218397
186336,422,0.3985644305354781
178567,729,0.4259909324860317
178568,639,0.384620654414353
178569,585,0.2770724620697083
190141,444,0.35629090374065653
178757,36,0.49734585383650354
178758,36,0.49734585383650354
178759,36,0.49734585383650354
178760,36,0.49734585383650354
178761,36,0.49734585383650354
178883,72,0.5022089327122505
178884,108,0.570626991482416
178885,108,0.570626991482416
178886,108,0.570626991482416
178887,108,0.570626991482416
178888,108,0.570626991482416
179476,108,0.48106066881709
179477,72,0.47452892557658577
179478,36,0.4970346296861167
179479,108,0.48106066881709
186562,108,0.48106066881709
180628,36,0.49664104387251934
180630,222,0.30290186149736176
186043,141,0.32509177001369416
188129,177,0.4183552832130213
180629,126,0.44324013121176914
180632,96,0.38707091059641796
170041,216,0.5258605167210713
181092,216,0.5258605167210713
181094,36,0.4947109292494808
181095,300,0.46679935574747855
187795,290,0.39985521633629406
187796,216,0.5258605167210713
181955,108,0.3060412910596153
181956,108,0.3060412910596153
181957,108,0.3060412910596153
181958,216,0.2204167395056545
181959,36,0.4950139002403802
181960,108,0.3060412910596153
166183,180,0.4981230759660288
166186,144,0.5028448788977367
166187,144,0.4782577294340646
192270,36,0.4954137797447768
182126,108,0.41906264912478053
182127,216,0.4794593461556821
182128,216,0.4794593461556821
192055,108,0.41906264912478053
188668,108,0.43617583513858776
190409,108,0.40947245376294045
190410,252,0.4601908630448406
190411,216,0.4591012040713821
190412,144,0.4445097453009115
190413,108,0.40947245376294045
146163,108,0.5434225310777568
146164,108,0.5434225310777568
146166,108,0.5434225310777568
190590,108,0.5434225310777568
190591,108,0.5434225310777568
158154,179,0.3389386835501087
165277,72,0.5483100481440905
191474,72,0.5483100481440905
165264,36,0.4949832851294708
191480,36,0.4949832851294708
191481,36,0.4949832851294708
191482,36,0.4949832851294708
113973,108,0.48989079978746514
121093,108,0.48989079978746514
155529,144,0.4419844782069566
155528,108,0.48989079978746514
127887,165,0.2943862290710062
191680,84,0.24515935555147922
191681,84,0.24515935555147922
191682,156,0.27967741334022445
157647,323,0.32660854298947406
138409,251,0.3200940943117334
182234,180,0.4003034755161318
159004,72,0.5033118761170206
159005,288,0.43924356125726965
164730,72,0.5033118761170206
164731,108,0.552424156952874
191183,36,0.46902363096216415
141433,180,0.38813779058853065
142765,36,0.46890806128962703
189074,251,0.35872592122210895
180565,267,0.45688307490042823
180566,96,0.43474367548961834
180567,186,0.3894807672417308
180568,231,0.3700320635047056
191986,261,0.38789430450207435
191987,231,0.3700320635047056
171365,36,0.4678959798852345
171440,36,0.4678959798852345
171442,36,0.4678959798852345
171445,36,0.4678959798852345
192205,36,0.4678959798852345
192206,36,0.4678959798852345
176646,180,0.35694453177941865
176647,324,0.35781235086715346
176648,288,0.4100318150102825
176650,324,0.39620290055409163
176651,180,0.5034172384873417
184558,324,0.3863911669976018
177117,144,0.3706698685522328
177118,288,0.41473250265601075
177120,216,0.4833333683160013
177121,252,0.41872373447938466
192352,324,0.3974023033344675
192353,108,0.3493744846291874
177180,36,0.46872819458764264
177181,36,0.46872819458764264
177182,36,0.46872819458764264
177183,36,0.46872819458764264
177184,36,0.46872819458764264
177185,144,0.4237864382793549
178823,108,0.4222734416187101
189634,144,0.3490916280860303
180626,486,0.4455965695050561
180627,405,0.4282102654832748
180625,369,0.4816358877026846
180807,72,0.4356854871035358
180808,72,0.4356854871035358
180809,72,0.4356854871035358
180810,72,0.4356854871035358
180811,72,0.4356854871035358
180817,203,0.2524980695725758
180818,36,0.4705271234313651
180820,36,0.4705271234313651
180821,36,0.4705271234313651
180822,36,0.468134635080012
180823,36,0.468134635080012
180824,36,0.468134635080012
180825,36,0.468134635080012
180826,36,0.468134635080012
180827,36,0.468134635080012
180828,36,0.468134635080012
100604,36,0.4677710978581557
181016,36,0.4677710978581557
181017,36,0.4677710978581557
183031,36,0.4677710978581557
191184,36,0.4677710978581557
181430,144,0.48493391455062346
181469,108,0.6018524266641703
181470,36,0.4677032338411659
181471,108,0.6018524266641703
181472,72,0.5562291700671548
184533,71,0.2489264882322589
184534,107,0.3218746281239988
184535,107,0.3218746281239988
184538,107,0.3218746281239988
191266,72,0.46364979193122824
185382,408,0.3933792350766895
185383,120,0.35881599763677613
185384,120,0.35881599763677613
185385,120,0.35881599763677613
188317,120,0.35881599763677613
185386,120,0.35881599763677613
190116,36,0.46781036411491306
190117,36,0.46781036411491306
190119,36,0.46781036411491306
190120,36,0.46781036411491306
165229,807,0.45957553878371094
156671,252,0.5642779011033028
174729,36,0.4698113846788078
173735,36,0.4698113846788078
190167,36,0.4698113846788078
190170,216,0.6563935535069632
183085,180,0.5078036962911573
191206,36,0.4696888119550558
191207,36,0.4696888119550558
191902,108,0.4658034699353344
191903,108,0.4658034699353344
191904,108,0.4658034699353344
144389,489,0.3916440797639609
156195,579,0.4129295201623357
161565,489,0.3916440797639609
158631,436,0.5397626917421132
158629,384,0.3875833861593285
158632,168,0.3815396702251668
158633,294,0.3714864236080847
158634,294,0.4076849922234156
128312,513,0.3832586131231454
174492,402,0.2741982287144476
174493,369,0.33211589538907305
181195,513,0.3832586131231454
177192,36,0.4407645197340713
177193,36,0.4407645197340713
177194,36,0.4407645197340713
177195,36,0.4407645197340713
190414,36,0.4407645197340713
178584,296,0.2783684191274321
187805,72,0.4606308433528375
141323,72,0.4743556908522012
178862,72,0.4743556908522012
178863,72,0.4743556908522012
190106,72,0.4743556908522012
179668,144,0.490890019243991
179670,144,0.490890019243991
179671,144,0.490890019243991
179672,144,0.490890019243991
179673,72,0.4948508221964799
186565,144,0.490890019243991
179675,36,0.4415941360205646
179676,36,0.4415941360205646
179677,36,0.4415941360205646
179678,36,0.4415941360205646
191941,36,0.4415941360205646
165452,108,0.5164371705140105
165454,108,0.5164371705140105
165455,108,0.5164371705140105
165456,72,0.4711023817254197
191380,36,0.4405322409967884
191381,36,0.4405322409967884
180585,186,0.3931729373019558
180586,36,0.44063539969292276
180587,36,0.44063539969292276
170838,96,0.42735076826860274
191983,186,0.3931729373019558
191984,96,0.42735076826860274
164526,144,0.2892729073551213
165301,144,0.2892729073551213
165303,36,0.44090703021836725
165304,36,0.44090703021836725
165305,144,0.2892729073551213
181909,72,0.3860006570043399
187362,72,0.3860006570043399
187363,36,0.44090703021836725
181945,72,0.23586736881852552
181946,36,0.4412309942411884
181962,942,0.23918100485616703
181963,228,0.22491211615298365
181964,36,0.44087396950203783
181965,108,0.24117822099136765
181966,227,0.22177756061817303
182615,36,0.4411401093404912
182616,72,0.23508993305382897
182617,144,0.20844975564480983
190125,36,0.4411401093404912
185370,120,0.33907232772918033
185371,120,0.33907232772918033
185372,120,0.33907232772918033
185373,525,0.43141819598759756
185374,120,0.33907232772918033
188351,117,0.48499315453268216
191723,36,0.4406461282059841
191724,36,0.4406461282059841
191725,72,0.31619973798520506
191726,36,0.4406461282059841
191727,36,0.4406461282059841
144393,525,0.2864173194545786
161587,524,0.27184903447565634
131146,525,0.30919538795764523
165322,417,0.3514654035784388
141464,162,0.3591672878520876
141465,180,0.2996533054817316
141466,162,0.3591672878520876
162044,430,0.3300079771165205
181947,72,0.518032945828734
147855,483,0.32594777177180706
147856,519,0.33296707428235767
191785,447,0.30416030286720414
191786,36,0.413539515713406
117507,108,0.33294441255679597
119060,108,0.33294441255679597
122809,36,0.41369791882635604
176514,144,0.43210855560145683
159012,216,0.41836268831627743
159013,324,0.44903678521560325
191185,216,0.434458573121309
159161,81,0.3524996752059437
174819,36,0.41448931423720375
160560,548,0.4419289615088853
160561,399,0.5075921603742188
160562,435,0.48791699889978535
160563,434,0.49130284986108197
173527,399,0.5075921603742188
160559,477,0.4798059464340308
161102,216,0.38693086951325717
161104,144,0.4429151184675499
170514,180,0.42782220516396746
170515,108,0.31315562010422515
182132,72,0.35821447050800176
192064,180,0.3462067353725927
161125,204,0.3059276604647627
161128,36,0.4136016158026521
190005,36,0.4136016158026521
190006,75,0.4737351346596109
161652,300,0.4245117490830709
161653,192,0.4079062749137117
161654,300,0.4245117490830709
165503,300,0.4245117490830709
165504,300,0.4245117490830709
191894,300,0.4245117490830709
161676,180,0.4129590100005011
191900,144,0.35743807573229364
191901,36,0.41384519670539555
163882,303,0.36500492286751773
170177,450,0.43741558128803437
170178,369,0.4787029884345448
170179,333,0.4575276328963457
177129,333,0.4179900647572552
177130,216,0.47881961969564774
176666,180,0.4339151071605208
176667,180,0.4339151071605208
176668,180,0.4339151071605208
176669,72,0.3715963609472112
184559,180,0.4339151071605208
184560,180,0.4339151071605208
176682,108,0.4271905404562938
176683,108,0.4271905404562938
176685,108,0.4271905404562938
176693,144,0.41586901622674116
191254,36,0.414415410468955
178796,36,0.4139816754266409
178798,36,0.4139816754266409
178799,36,0.4139816754266409
178801,36,0.4139816754266409
178802,36,0.4139816754266409
178803,36,0.4139816754266409
158097,333,0.4697669161699497
158096,180,0.3748824583886444
179099,252,0.4736184047414824
179101,72,0.46345079325475746
191082,72,0.46345079325475746
179687,72,0.36398469659956356
179690,144,0.382105347548646
179691,72,0.443421274117736
179692,72,0.443421274117736
179693,144,0.4294586822889525
181910,144,0.28525869859321334
181911,144,0.28525869859321334
181912,144,0.28525869859321334
181913,36,0.4133106333034664
185319,72,0.4339067610570111
185320,108,0.40932665602566654
185323,108,0.40932665602566654
186727,72,0.28235053791567766
186728,108,0.36401010907248116
186729,72,0.36687793091936705
191944,108,0.3105960322522806
191946,72,0.3858127050818377
147900,36,0.4135276621381765
191787,36,0.4135276621381765
191788,36,0.4135276621381765
191789,36,0.4135276621381765
191790,36,0.4135276621381765
166189,108,0.37844114597767853
166190,180,0.34760018364987677
192266,180,0.36957872748739035
192267,108,0.4024480958579924
192268,72,0.2958750206165552
192269,144,0.3773882548871543
192376,615,0.17716635152343807
192377,625,0.21848006224285088
192378,267,0.2195210294056536
192382,375,0.1871202002908359
192385,660,0.16601113277379792
122349,192,0.3665251412424098
131040,228,0.38321389937008116
131041,192,0.3696338134950063
131042,120,0.3533984603904323
170960,72,0.4089901751686105
191679,72,0.4132782955419552
139334,108,0.4296484680964503
139336,144,0.4068797792357718
180092,144,0.3965776819800151
142548,144,0.3751475958495846
142551,108,0.3736211410065902
142553,72,0.3624889593230261
189073,144,0.3751475958495846
63582,446,0.34036456835190204
173272,178,0.2935214305193559
156286,579,0.39970301814383496
156289,579,0.39970301814383496
156287,579,0.39970301814383496
156288,399,0.4861636183795003
156290,324,0.3357386180194548
181336,543,0.3978558146707457
164137,72,0.45854011554757795
164138,72,0.45854011554757795
164139,72,0.45854011554757795
166822,72,0.45854011554757795
164136,72,0.45854011554757795
184123,72,0.45854011554757795
164528,198,0.27955545342747934
165311,198,0.27955545342747934
165312,126,0.19550305449722707
165314,198,0.27955545342747934
165447,144,0.4551100819037527
165448,180,0.4218691603807314
165449,144,0.41192358034558646
165450,258,0.33808742737395936
165451,216,0.41199829741139
179835,144,0.41192358034558646
172208,108,0.31780360471386326
172209,108,0.31780360471386326
176699,108,0.391866950082133
176700,108,0.391866950082133
176701,108,0.391866950082133
176702,72,0.39417500945892575
176703,108,0.391866950082133
176704,36,0.3863155492882704
177210,72,0.40810791809572133
177211,72,0.40810791809572133
177212,72,0.40810791809572133
177214,72,0.40810791809572133
177215,72,0.40810791809572133
178858,108,0.41536997036505097
178859,72,0.3609367042008281
178860,36,0.386335530904942
190109,36,0.386335530904942
190110,108,0.41536997036505097
179650,108,0.46947380085116913
179652,108,0.46947380085116913
179694,72,0.41450039124610066
179695,36,0.3870271074457357
179696,72,0.4739866190463454
179697,108,0.46947380085116913
160857,180,0.4203855057546044
160873,108,0.37225548394299063
179878,180,0.4203855057546044
186155,108,0.37225548394299063
191561,180,0.4203855057546044
181531,36,0.38678722042960506
181532,36,0.38678722042960506
181533,36,0.38678722042960506
181534,36,0.38678722042960506
181535,36,0.38678722042960506
182080,510,0.23690742080234306
182049,518,0.18631045410036545
182050,288,0.1758365215486654
182051,410,0.15921936531085878
182053,215,0.23637604553863745
187997,411,0.17388943151787667
191690,81,0.22942202336714054
182065,252,0.20320595217649828
182066,216,0.20230410490019685
182067,252,0.21615145406165936
182068,378,0.2175642592134831
182069,378,0.2175642592134831
191601,288,0.21456660513448608
191602,342,0.2097943211269122
191908,36,0.3866957583453649
185744,144,0.3960739497189985
191564,72,0.3310550737690883
191565,108,0.3478064483328499
191566,108,0.3478064483328499
191567,108,0.3478064483328499
191568,72,0.3310550737690883
179587,36,0.3865468722340146
179588,36,0.3865468722340146
179589,36,0.3865468722340146
188934,270,0.33132922147266786
188935,234,0.34171434748465174
188937,716,0.2230392808493006
188939,162,0.27019438127626794
188399,1060,0.2194362405905049
188400,333,0.2525216680016781
192372,535,0.2431698242189523
192373,324,0.1457782418728905
192374,690,0.25407041387828244
192375,823,0.23090222181069087
192379,270,0.1610049249625745
192380,608,0.23101444869659088
144742,288,0.2883451304461184
144745,288,0.2883451304461184
164567,650,0.2870698136294158
191078,288,0.2883451304461184
191079,360,0.3145203615481149
144385,399,0.22419311835500805
144386,435,0.23181986388849737
156198,288,0.3421317097945386
166317,399,0.24778921725346126
149010,414,0.42094546583555537
149011,378,0.42839763834232375
170142,306,0.39769013066204434
177128,261,0.45508948555644513
178895,36,0.35902726462855805
188887,624,0.4265570269476473
159593,36,0.35899850256235655
159594,72,0.4915960091032569
159597,108,0.56051896453644
170044,72,0.5308041739944176
159596,72,0.4915960091032569
191349,72,0.4915960091032569
159894,72,0.376079099438945
159895,72,0.376079099438945
159897,180,0.2682336495834354
159898,72,0.376079099438945
184530,36,0.3593289985968866
191251,72,0.376079099438945
162380,36,0.35913616165283085
187296,36,0.35913616165283085
181627,216,0.2976316631216235
181628,216,0.2976316631216235
186776,216,0.2976316631216235
186777,216,0.2976316631216235
186778,180,0.2697599160785407
164524,72,0.43535755629132183
165293,36,0.3589842058942852
165294,72,0.43535755629132183
165295,72,0.43535755629132183
